ICDO3.2,ICDO3.2_c,idd,beh,type,Level,Term_used,Term_raw
9655/3,9655,2385,/3,cancer,Preferred,"Hodgkin lymphoma, lymphocyte depletion, reticular","Hodgkin lymphoma, lymphocyte depletion, reticular"
9655/3,9655,2386,/3,cancer,Synonym,"Classical Hodgkin lymphoma, lymphocyte depletion, reticular","Classical Hodgkin lymphoma, lymphocyte depletion, reticular"
9659/3,9659,2387,/3,cancer,Preferred,"Hodgkin lymphoma, nodular lymphocyte predominant","Hodgkin lymphoma, nodular lymphocyte predominant"
9659/3,9659,2388,/3,cancer,Synonym,"Hodgkin paragranuloma","Hodgkin paragranuloma"
9659/3,9659,2389,/3,cancer,Synonym,"Hodgkin paragranuloma, nodular","Hodgkin paragranuloma, nodular"
9661/3,9661,2390,/3,cancer,Preferred,Hodgkin granuloma,Hodgkin granuloma
9662/3,9662,2391,/3,cancer,Preferred,Hodgkin sarcoma,Hodgkin sarcoma
9663/3,9663,2392,/3,cancer,Preferred,"Hodgkin lymphoma, nodular sclerosis","Hodgkin lymphoma, nodular sclerosis"
9663/3,9663,2393,/3,cancer,Synonym,"Classical Hodgkin lymphoma, nodular sclerosis","Classical Hodgkin lymphoma, nodular sclerosis"
9663/3,9663,2394,/3,cancer,Synonym,"Hodgkin disease, nodular sclerosis","Hodgkin disease, nodular sclerosis"
9664/3,9664,2395,/3,cancer,Preferred,"Hodgkin lymphoma, nodular sclerosis, cellular phase","Hodgkin lymphoma, nodular sclerosis, cellular phase"
9664/3,9664,2396,/3,cancer,Synonym,"Classical Hodgkin lymphoma, nodular sclerosis, cellular phase","Classical Hodgkin lymphoma, nodular sclerosis, cellular phase"
9665/3,9665,2397,/3,cancer,Preferred,"Hodgkin lymphoma, nodular sclerosis, grade 1","Hodgkin lymphoma, nodular sclerosis, grade 1"
9665/3,9665,2398,/3,cancer,Synonym,"Classical Hodgkin lymphoma, nodular sclerosis, grade 1","Classical Hodgkin lymphoma, nodular sclerosis, grade 1"
9665/3,9665,2399,/3,cancer,Synonym,"Hodgkin disease, nodular sclerosis, lymphocyte predominance","Hodgkin disease, nodular sclerosis, lymphocyte predominance"
9665/3,9665,2400,/3,cancer,Synonym,"Hodgkin disease, nodular sclerosis, mixed cellularity","Hodgkin disease, nodular sclerosis, mixed cellularity"
9667/3,9667,2401,/3,cancer,Preferred,"Hodgkin lymphoma, nodular sclerosis, grade 2","Hodgkin lymphoma, nodular sclerosis, grade 2"
9667/3,9667,2402,/3,cancer,Synonym,"Classical Hodgkin lymphoma, nodular sclerosis, grade 2","Classical Hodgkin lymphoma, nodular sclerosis, grade 2"
9667/3,9667,2403,/3,cancer,Synonym,"Hodgkin disease, nodular sclerosis, lymphocyte depletion","Hodgkin disease, nodular sclerosis, lymphocyte depletion"
9667/3,9667,2404,/3,cancer,Synonym,"Hodgkin disease, nodular sclerosis, syncytial variant","Hodgkin disease, nodular sclerosis, syncytial variant"
9671/3,9671,2407,/3,cancer,Preferred,Lymphoplasmacytic lymphoma,Lymphoplasmacytic lymphoma
9671/3,9671,2408,/3,cancer,Synonym,"Malignant lymphoma, lymphoplasmacytoid","Malignant lymphoma, lymphoplasmacytoid"
9671/3,9671,2409,/3,cancer,Related,Immunocytoma,Immunocytoma
9671/3,9671,2410,/3,cancer,Related,"Malignant lymphoma, plasmacytoid","Malignant lymphoma, plasmacytoid"
9671/3,9671,2411,/3,cancer,Related,Plasmacytic lymphoma,Plasmacytic lymphoma
9673/1,9673,2412,/1,,Preferred,In situ mantle cell neoplasia,In situ mantle cell neoplasia
9673/1,9673,2413,/1,,Synonym,In situ mantle cell lymphoma,In situ mantle cell lymphoma
9673/3,9673,2414,/3,cancer,Preferred,Mantle cell lymphoma,Mantle cell lymphoma
9673/3,9673,2415,/3,cancer,Synonym,"Malignant lymphoma, centrocytic","Malignant lymphoma, centrocytic"
9673/3,9673,2416,/3,cancer,Synonym,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse","Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse"
9673/3,9673,2417,/3,cancer,Synonym,Malignant lymphomatous polyposis,Malignant lymphomatous polyposis
9673/3,9673,2418,/3,cancer,Synonym,Mantle zone lymphoma,Mantle zone lymphoma
9675/3,9675,2419,/3,cancer,Preferred,"Malignant lymphoma, mixed small and large cell, diffuse","Malignant lymphoma, mixed small and large cell, diffuse"
9675/3,9675,2420,/3,cancer,Synonym,"Malignant lymphoma, centroblastic-centrocytic","Malignant lymphoma, centroblastic-centrocytic"
9675/3,9675,2421,/3,cancer,Synonym,"Malignant lymphoma, centroblastic-centrocytic, diffuse","Malignant lymphoma, centroblastic-centrocytic, diffuse"
9675/3,9675,2422,/3,cancer,Synonym,"Malignant lymphoma, mixed cell type, diffuse","Malignant lymphoma, mixed cell type, diffuse"
9675/3,9675,2423,/3,cancer,Synonym,"Malignant lymphoma, mixed lymphocytic-histiocytic, diffuse","Malignant lymphoma, mixed lymphocytic-histiocytic, diffuse"
9678/3,9678,2424,/3,cancer,Preferred,Primary effusion lymphoma,Primary effusion lymphoma
9679/3,9679,2425,/3,cancer,Preferred,Mediastinal large B-cell lymphoma,Mediastinal large B-cell lymphoma
9679/3,9679,2426,/3,cancer,Synonym,Thymic large B-cell lymphoma,Thymic large B-cell lymphoma
9680/1,9680,2427,/1,,Preferred,EBV positive mucocutaneous ulcer,EBV positive mucocutaneous ulcer
9680/3,9680,2428,/3,cancer,Preferred,"Diffuse large B-cell lymphoma","Diffuse large B-cell lymphoma"
9680/3,9680,2429,/3,cancer,Synonym,"Malignant lymphoma, large B-cell, diffuse","Malignant lymphoma, large B-cell, diffuse"
9680/3,9680,2430,/3,cancer,Synonym,"Malignant lymphoma, histiocytic","Malignant lymphoma, histiocytic"
9680/3,9680,2431,/3,cancer,Synonym,"Malignant lymphoma, large B-cell","Malignant lymphoma, large B-cell"
9680/3,9680,2432,/3,cancer,Synonym,"Malignant lymphoma, large B-cell, diffuse, centroblastic","Malignant lymphoma, large B-cell, diffuse, centroblastic"
9680/3,9680,2433,/3,cancer,Synonym,"Malignant lymphoma, large cell","Malignant lymphoma, large cell"
9680/3,9680,2434,/3,cancer,Synonym,"Malignant lymphoma, large cell, cleaved","Malignant lymphoma, large cell, cleaved"
9680/3,9680,2435,/3,cancer,Synonym,"Malignant lymphoma, large cell, diffuse","Malignant lymphoma, large cell, diffuse"
9680/3,9680,2436,/3,cancer,Synonym,"Malignant lymphoma, large cell, noncleaved","Malignant lymphoma, large cell, noncleaved"
9680/3,9680,2437,/3,cancer,Synonym,"Malignant lymphoma, noncleaved","Malignant lymphoma, noncleaved"
9680/3,9680,2438,/3,cancer,Synonym,"Malignant lymphoma, noncleaved, diffuse","Malignant lymphoma, noncleaved, diffuse"
9680/3,9680,2439,/3,cancer,Synonym,"Malignant lymphoma, histiocytic, diffuse","Malignant lymphoma, histiocytic, diffuse"
9680/3,9680,2440,/3,cancer,Synonym,"Malignant lymphoma, large cell, cleaved and noncleaved","Malignant lymphoma, large cell, cleaved and noncleaved"
9680/3,9680,2441,/3,cancer,Synonym,"Malignant lymphoma, large cell, cleaved, diffuse","Malignant lymphoma, large cell, cleaved, diffuse"
9680/3,9680,2442,/3,cancer,Synonym,"Malignant lymphoma, large cell, noncleaved, diffuse","Malignant lymphoma, large cell, noncleaved, diffuse"
9680/3,9680,2443,/3,cancer,Related,"Malignant lymphoma, centroblastic","Malignant lymphoma, centroblastic"
9680/3,9680,2444,/3,cancer,Related,"Diffuse large B-cell lymphoma, germinal centre B-cell subtype","Diffuse large B-cell lymphoma, germinal centre B-cell subtype"
9680/3,9680,2445,/3,cancer,Related,"Diffuse large B-cell lymphoma, activated B-cell subtype","Diffuse large B-cell lymphoma, activated B-cell subtype"
9680/3,9680,2446,/3,cancer,Related,"Malignant lymphoma, centroblastic, diffuse","Malignant lymphoma, centroblastic, diffuse"
9680/3,9680,2447,/3,cancer,Related,Anaplastic large B-cell lymphoma,Anaplastic large B-cell lymphoma
9680/3,9680,2448,/3,cancer,Related,"B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma and Burkitt lymphoma","B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma and Burkitt lymphoma"
9680/3,9680,2449,/3,cancer,Related,Diffuse large B-cell lymphoma associated with chronic inflammation,Diffuse large B-cell lymphoma associated with chronic inflammation
9680/3,9680,2450,/3,cancer,Related,EBV positive diffuse large B-cell lymphoma,EBV positive diffuse large B-cell lymphoma
9680/3,9680,2451,/3,cancer,Related,"Primary cutaneous DLBCL, leg type","Primary cutaneous DLBCL, leg type"
9680/3,9680,2452,/3,cancer,Related,Primary diffuse large B-cell lymphoma of the CNS,Primary diffuse large B-cell lymphoma of the CNS
9680/3,9680,2453,/3,cancer,Related,"High grade B-cell lymphoma","High grade B-cell lymphoma"
9680/3,9680,2454,/3,cancer,Related,High grade B-cell lymphoma with MYC and BCL2 and/or BCL6 rearrangements,High grade B-cell lymphoma with MYC and BCL2 and/or BCL6 rearrangements
9680/3,9680,2455,/3,cancer,Related,Vitreoretinal lymphoma,Vitreoretinal lymphoma
9684/3,9684,2456,/3,cancer,Preferred,"Malignant lymphoma, large B-cell, diffuse, immunoblastic","Malignant lymphoma, large B-cell, diffuse, immunoblastic"
9684/3,9684,2457,/3,cancer,Synonym,"Malignant lymphoma, immunoblastic","Malignant lymphoma, immunoblastic"
9684/3,9684,2458,/3,cancer,Synonym,Immunoblastic sarcoma,Immunoblastic sarcoma
9684/3,9684,2459,/3,cancer,Synonym,"Malignant lymphoma, large cell, immunoblastic","Malignant lymphoma, large cell, immunoblastic"
9687/3,9687,2460,/3,cancer,Preferred,"Burkitt lymphoma","Burkitt lymphoma"
9687/3,9687,2461,/3,cancer,Synonym,Burkitt tumor,Burkitt tumor
9687/3,9687,2462,/3,cancer,Synonym,"Malignant lymphoma, small noncleaved, Burkitt type","Malignant lymphoma, small noncleaved, Burkitt type"
9687/3,9687,2463,/3,cancer,Synonym,"Malignant lymphoma, undifferentiated, Burkitt type","Malignant lymphoma, undifferentiated, Burkitt type"
9687/3,9687,2464,/3,cancer,Related,"Burkitt-like lymphoma","Burkitt-like lymphoma"
9687/3,9687,2465,/3,cancer,Related,Burkitt-like lymphoma with 11q aberration,Burkitt-like lymphoma with 11q aberration
9687/3,9687,2466,/3,cancer,Synonym,Burkitt cell leukemia,Burkitt cell leukemia
9687/3,9687,2467,/3,cancer,Synonym,"Acute leukemia, Burkitt type","Acute leukemia, Burkitt type"
9687/3,9687,2468,/3,cancer,Synonym,"Acute lymphoblastic leukemia, mature B-cell type","Acute lymphoblastic leukemia, mature B-cell type"
9687/3,9687,2469,/3,cancer,Synonym,B-ALL,B-ALL
9687/3,9687,2470,/3,cancer,Synonym,FAB L3,FAB L3
9688/3,9688,2471,/3,cancer,Preferred,T-cell/histiocyte rich large B-cell lymphoma,T-cell/histiocyte rich large B-cell lymphoma
9688/3,9688,2472,/3,cancer,Synonym,T-cell rich large B-cell lymphoma,T-cell rich large B-cell lymphoma
9688/3,9688,2473,/3,cancer,Synonym,Histiocyte-rich large B-cell lymphoma,Histiocyte-rich large B-cell lymphoma
9689/3,9689,2474,/3,cancer,Preferred,Splenic marginal zone B-cell lymphoma,Splenic marginal zone B-cell lymphoma
9689/3,9689,2475,/3,cancer,Synonym,"Splenic marginal zone lymphoma","Splenic marginal zone lymphoma"
9689/3,9689,2476,/3,cancer,Synonym,Splenic lymphoma with villous lymphocytes,Splenic lymphoma with villous lymphocytes
9690/3,9690,2477,/3,cancer,Preferred,"Follicular lymphoma","Follicular lymphoma"
9690/3,9690,2478,/3,cancer,Synonym,"Malignant lymphoma, follicle center","Malignant lymphoma, follicle center"
9690/3,9690,2479,/3,cancer,Synonym,"Malignant lymphoma, follicular","Malignant lymphoma, follicular"
9690/3,9690,2480,/3,cancer,Synonym,"Malignant lymphoma, lymphocytic, nodular","Malignant lymphoma, lymphocytic, nodular"
9690/3,9690,2481,/3,cancer,Synonym,"Malignant lymphoma, nodular","Malignant lymphoma, nodular"
9690/3,9690,2482,/3,cancer,Synonym,"Malignant lymphoma, centroblastic-centrocytic, follicular","Malignant lymphoma, centroblastic-centrocytic, follicular"
9690/3,9690,2483,/3,cancer,Synonym,"Malignant lymphoma, follicle center, follicular","Malignant lymphoma, follicle center, follicular"
9690/3,9690,2484,/3,cancer,Related,"Follicular lymphoma, pediatric type","Follicular lymphoma, pediatric type"
9691/3,9691,2485,/3,cancer,Preferred,"Follicular lymphoma, grade 2","Follicular lymphoma, grade 2"
9691/3,9691,2486,/3,cancer,Synonym,"Malignant lymphoma, mixed cell type, follicular","Malignant lymphoma, mixed cell type, follicular"
9691/3,9691,2487,/3,cancer,Synonym,"Malignant lymphoma, mixed cell type, nodular","Malignant lymphoma, mixed cell type, nodular"
9691/3,9691,2488,/3,cancer,Synonym,"Malignant lymphoma, mixed lymphocytic-histiocytic, nodular","Malignant lymphoma, mixed lymphocytic-histiocytic, nodular"
9691/3,9691,2489,/3,cancer,Synonym,"Malignant lymphoma, mixed small cleaved and large cell, follicular","Malignant lymphoma, mixed small cleaved and large cell, follicular"
9695/1,9695,2490,/1,,Preferred,In situ follicular neoplasia,In situ follicular neoplasia
9695/1,9695,2491,/1,,Synonym,In situ follicular lymphoma,In situ follicular lymphoma
9695/3,9695,2492,/3,cancer,Preferred,"Follicular lymphoma, grade 1","Follicular lymphoma, grade 1"
9695/3,9695,2493,/3,cancer,Synonym,"Follicular lymphoma, small cleaved cell","Follicular lymphoma, small cleaved cell"
9695/3,9695,2494,/3,cancer,Synonym,"Malignant lymphoma, lymphocytic, poorly differentiated, nodular","Malignant lymphoma, lymphocytic, poorly differentiated, nodular"
9695/3,9695,2495,/3,cancer,Synonym,"Malignant lymphoma, small cleaved cell, follicular","Malignant lymphoma, small cleaved cell, follicular"
9695/3,9695,2496,/3,cancer,Related,"Follicular lymphoma, duodenal type","Follicular lymphoma, duodenal type"
9698/3,9698,2497,/3,cancer,Preferred,"Follicular lymphoma, grade 3","Follicular lymphoma, grade 3"
9698/3,9698,2498,/3,cancer,Synonym,"Malignant lymphoma, large cell, follicular","Malignant lymphoma, large cell, follicular"
9698/3,9698,2499,/3,cancer,Synonym,"Malignant lymphoma, noncleaved cell, follicular","Malignant lymphoma, noncleaved cell, follicular"
9698/3,9698,2500,/3,cancer,Synonym,"Follicular lymphoma, grade 3A","Follicular lymphoma, grade 3A"
9698/3,9698,2501,/3,cancer,Synonym,"Follicular lymphoma, grade 3B","Follicular lymphoma, grade 3B"
9698/3,9698,2502,/3,cancer,Synonym,"Malignant lymphoma, centroblastic, follicular","Malignant lymphoma, centroblastic, follicular"
9698/3,9698,2503,/3,cancer,Synonym,"Malignant lymphoma, histiocytic, nodular","Malignant lymphoma, histiocytic, nodular"
9698/3,9698,2504,/3,cancer,Synonym,"Malignant lymphoma, large cell, noncleaved, follicular","Malignant lymphoma, large cell, noncleaved, follicular"
9698/3,9698,2505,/3,cancer,Synonym,"Malignant lymphoma, large cleaved cell, follicular","Malignant lymphoma, large cleaved cell, follicular"
9698/3,9698,2506,/3,cancer,Synonym,"Malignant lymphoma, lymphocytic, well differentiated, nodular","Malignant lymphoma, lymphocytic, well differentiated, nodular"
9698/3,9698,2507,/3,cancer,Related,Large B-cell lymphoma with IRF4 rearrangement,Large B-cell lymphoma with IRF4 rearrangement
9699/3,9699,2508,/3,cancer,Preferred,"Marginal zone B-cell lymphoma","Marginal zone B-cell lymphoma"
9699/3,9699,2509,/3,cancer,Synonym,"Marginal zone lymphoma","Marginal zone lymphoma"
9699/3,9699,2510,/3,cancer,Synonym,BALT lymphoma,BALT lymphoma
9699/3,9699,2511,/3,cancer,Synonym,Bronchus associated lymphoid tissue lymphoma,Bronchus associated lymphoid tissue lymphoma
9699/3,9699,2512,/3,cancer,Synonym,MALT lymphoma,MALT lymphoma
9699/3,9699,2513,/3,cancer,Synonym,Monocytoid B-cell lymphoma,Monocytoid B-cell lymphoma
9699/3,9699,2514,/3,cancer,Synonym,Mucosa associated lymphoid tissue lymphoma,Mucosa associated lymphoid tissue lymphoma
9699/3,9699,2515,/3,cancer,Synonym,Nodal marginal zone lymphoma,Nodal marginal zone lymphoma
9699/3,9699,2516,/3,cancer,Synonym,SALT lymphoma,SALT lymphoma
9699/3,9699,2517,/3,cancer,Synonym,Skin-associated lymphoid tissue lymphoma,Skin-associated lymphoid tissue lymphoma
9699/3,9699,2518,/3,cancer,Related,Extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue,Extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue
9699/3,9699,2519,/3,cancer,Related,Primary choroidal lymphoma,Primary choroidal lymphoma
9700/3,9700,2521,/3,cancer,Preferred,Mycosis fungoides,Mycosis fungoides
9700/3,9700,2522,/3,cancer,Synonym,Pagetoid reticulosis,Pagetoid reticulosis
9700/3,9700,2523,/3,cancer,Related,Granulomatous slack skin,Granulomatous slack skin
9701/3,9701,2524,/3,cancer,Preferred,Sezary syndrome,Sezary syndrome
9701/3,9701,2525,/3,cancer,Synonym,Sezary disease,Sezary disease
9702/1,9702,2526,/1,,Preferred,Indolent T-cell lymphoproliferative disorder of the gastrointestinal tract,Indolent T-cell lymphoproliferative disorder of the gastrointestinal tract
9702/3,9702,2527,/3,cancer,Preferred,"Mature T-cell lymphoma","Mature T-cell lymphoma"
9702/3,9702,2528,/3,cancer,Synonym,"Peripheral T-cell lymphoma","Peripheral T-cell lymphoma"
9702/3,9702,2529,/3,cancer,Synonym,"T-cell lymphoma","T-cell lymphoma"
9702/3,9702,2530,/3,cancer,Synonym,"Peripheral T-cell lymphoma, large cell","Peripheral T-cell lymphoma, large cell"
9702/3,9702,2531,/3,cancer,Synonym,"Peripheral T-cell lymphoma, pleomorphic medium and large cell","Peripheral T-cell lymphoma, pleomorphic medium and large cell"
9702/3,9702,2532,/3,cancer,Synonym,"Peripheral T-cell lymphoma, pleomorphic small cell","Peripheral T-cell lymphoma, pleomorphic small cell"
9702/3,9702,2533,/3,cancer,Synonym,T-zone lymphoma,T-zone lymphoma
9702/3,9702,2534,/3,cancer,Related,Lymphoepithelioid lymphoma,Lymphoepithelioid lymphoma
9702/3,9702,2535,/3,cancer,Synonym,Lennert lymphoma,Lennert lymphoma
9702/3,9702,2536,/3,cancer,Related,Follicular T-cell lymphoma,Follicular T-cell lymphoma
9702/3,9702,2537,/3,cancer,Related,Nodal peripheral T-cell lymphoma with T follicular helper phenotype,Nodal peripheral T-cell lymphoma with T follicular helper phenotype
9705/3,9705,2538,/3,cancer,Preferred,Angioimmunoblastic T-cell lymphoma,Angioimmunoblastic T-cell lymphoma
9705/3,9705,2539,/3,cancer,Synonym,Angioimmunoblastic lymphoma,Angioimmunoblastic lymphoma
9705/3,9705,2540,/3,cancer,Synonym,"Peripheral T-cell lymphoma, AILD (Angioimmunoblastic Lymphadenopathy with Dysproteinemia)","Peripheral T-cell lymphoma, AILD (Angioimmunoblastic Lymphadenopathy with Dysproteinemia)"
9708/3,9708,2541,/3,cancer,Preferred,Subcutaneous panniculitis-like T-cell lymphoma,Subcutaneous panniculitis-like T-cell lymphoma
9709/1,9709,2542,/1,,Preferred,Primary cutaneous CD4-positive small/medium T-cell lymphoproliferative disorder,Primary cutaneous CD4-positive small/medium T-cell lymphoproliferative disorder
9709/1,9709,2543,/1,,Related,Primary cutaneous CD4-positive small/medium T-cell lymphoma,Primary cutaneous CD4-positive small/medium T-cell lymphoma
9709/3,9709,2544,/3,cancer,Preferred,"Cutaneous T-cell lymphoma","Cutaneous T-cell lymphoma"
9709/3,9709,2545,/3,cancer,Synonym,"Cutaneous lymphoma","Cutaneous lymphoma"
9709/3,9709,2546,/3,cancer,Related,Primary cutaneous CD8-positive aggressive epidermotropic cytotoxic T-cell lymphoma,Primary cutaneous CD8-positive aggressive epidermotropic cytotoxic T-cell lymphoma
9709/3,9709,2547,/3,cancer,Related,Primary cutaneous acral CD8-positive T-cell lymphoma,Primary cutaneous acral CD8-positive T-cell lymphoma
9712/3,9712,2548,/3,cancer,Preferred,Intravascular large B-cell lymphoma,Intravascular large B-cell lymphoma
9712/3,9712,2549,/3,cancer,Synonym,Intravascular B-cell lymphoma,Intravascular B-cell lymphoma
9712/3,9712,2550,/3,cancer,Synonym,Angioendotheliomatosis,Angioendotheliomatosis
9712/3,9712,2551,/3,cancer,Synonym,Angiotropic lymphoma,Angiotropic lymphoma
9714/3,9714,2552,/3,cancer,Preferred,"Anaplastic large cell lymphoma, T-cell and Null-cell type","Anaplastic large cell lymphoma, T-cell and Null-cell type"
9714/3,9714,2553,/3,cancer,Synonym,Large cell (Ki-1+) lymphoma,Large cell (Ki-1+) lymphoma
9714/3,9714,2554,/3,cancer,Related,"Anaplastic large cell lymphoma","Anaplastic large cell lymphoma"
9714/3,9714,2555,/3,cancer,Synonym,"Anaplastic large cell lymphoma, CD30+","Anaplastic large cell lymphoma, CD30+"
9714/3,9714,2556,/3,cancer,Related,"Anaplastic large cell lymphoma, ALK positive","Anaplastic large cell lymphoma, ALK positive"
9715/3,9715,2557,/3,cancer,Preferred,"Anaplastic large cell lymphoma, ALK negative","Anaplastic large cell lymphoma, ALK negative"
9715/3,9715,2558,/3,cancer,Related,Breast implant-associated anaplastic large cell lymphoma,Breast implant-associated anaplastic large cell lymphoma
9716/3,9716,2559,/3,cancer,Preferred,Hepatosplenic T-cell lymphoma,Hepatosplenic T-cell lymphoma
9716/3,9716,2560,/3,cancer,Synonym,Hepatosplenic gamma-delta cell lymphoma,Hepatosplenic gamma-delta cell lymphoma
9717/3,9717,2561,/3,cancer,Preferred,Intestinal T-cell lymphoma,Intestinal T-cell lymphoma
9717/3,9717,2562,/3,cancer,Synonym,Enteropathy associated T-cell lymphoma,Enteropathy associated T-cell lymphoma
9717/3,9717,2563,/3,cancer,Synonym,Enteropathy type intestinal T-cell lymphoma,Enteropathy type intestinal T-cell lymphoma
9717/3,9717,2564,/3,cancer,Related,Monomorphic epitheliotropic intestinal T-cell lymphoma,Monomorphic epitheliotropic intestinal T-cell lymphoma
9718/1,9718,2565,/1,,Preferred,Primary cutaneous CD30+T-cell lymphoproliferative disorder,Primary cutaneous CD30+T-cell lymphoproliferative disorder
9718/1,9718,2566,/1,,Synonym,Lymphomatoid papulosis,Lymphomatoid papulosis
9718/3,9718,2567,/3,cancer,Preferred,Primary cutaneous anaplastic large cell lymphoma,Primary cutaneous anaplastic large cell lymphoma
9718/3,9718,2568,/3,cancer,Synonym,Primary cutaneous CD30+ large T-cell lymphoma,Primary cutaneous CD30+ large T-cell lymphoma
9719/3,9719,2569,/3,cancer,Preferred,"NK/T-cell lymphoma, nasal and nasal type","NK/T-cell lymphoma, nasal and nasal type"
9719/3,9719,2570,/3,cancer,Synonym,"Malignant reticulosis","Malignant reticulosis"
9719/3,9719,2571,/3,cancer,Synonym,Angiocentric T-cell lymphoma,Angiocentric T-cell lymphoma
9719/3,9719,2572,/3,cancer,Synonym,"Extranodal NK/T-cell lymphoma, nasal type","Extranodal NK/T-cell lymphoma, nasal type"
9719/3,9719,2573,/3,cancer,Synonym,Malignant midline reticulosis,Malignant midline reticulosis
9719/3,9719,2574,/3,cancer,Synonym,Polymorphic reticulosis,Polymorphic reticulosis
9719/3,9719,2575,/3,cancer,Synonym,T/NK-cell lymphoma,T/NK-cell lymphoma
9724/3,9724,2577,/3,cancer,Preferred,Systemic EBV positive T-cell lymphoproliferative disease of childhood,Systemic EBV positive T-cell lymphoproliferative disease of childhood
9725/1,9725,2578,/1,,Preferred,Hydroa vacciniforme-like lymphoproliferative disorder,Hydroa vacciniforme-like lymphoproliferative disorder
9725/1,9725,2579,/1,,Synonym,Hydroa vacciniforme-like lymphoma,Hydroa vacciniforme-like lymphoma
9726/3,9726,2580,/3,cancer,Preferred,Primary cutaneous gamma-delta T-cell lymphoma,Primary cutaneous gamma-delta T-cell lymphoma
9727/3,9727,2581,/3,cancer,Preferred,"Precursor cell lymphoblastic lymphoma","Precursor cell lymphoblastic lymphoma"
9727/3,9727,2582,/3,cancer,Synonym,"Malignant lymphoma, lymphoblastic","Malignant lymphoma, lymphoblastic"
9727/3,9727,2583,/3,cancer,Synonym,Lymphoblastoma,Lymphoblastoma
9727/3,9727,2584,/3,cancer,Synonym,"Malignant lymphoma, convoluted cell","Malignant lymphoma, convoluted cell"
9727/3,9727,2585,/3,cancer,Related,Blastic NK-cell lymphoma,Blastic NK-cell lymphoma
9727/3,9727,2586,/3,cancer,Related,Blastic plasmacytoid dendritic cell neoplasm,Blastic plasmacytoid dendritic cell neoplasm
9731/3,9731,2588,/3,cancer,Preferred,"Plasmacytoma","Plasmacytoma"
9731/3,9731,2589,/3,cancer,Synonym,Plasma cell tumor,Plasma cell tumor
9731/3,9731,2590,/3,cancer,Synonym,Plasmacytoma of bone,Plasmacytoma of bone
9731/3,9731,2591,/3,cancer,Synonym,Solitary myeloma,Solitary myeloma
9731/3,9731,2592,/3,cancer,Synonym,Solitary plasmacytoma,Solitary plasmacytoma
9732/3,9732,2593,/3,cancer,Preferred,Plasma cell myeloma,Plasma cell myeloma
9732/3,9732,2594,/3,cancer,Synonym,Multiple myeloma,Multiple myeloma
9732/3,9732,2595,/3,cancer,Synonym,"Myeloma","Myeloma"
9732/3,9732,2596,/3,cancer,Synonym,Myelomatosis,Myelomatosis
9733/3,9733,2597,/3,cancer,Preferred,Plasma cell leukemia,Plasma cell leukemia
9733/3,9733,2598,/3,cancer,Synonym,Plasmacytic leukemia,Plasmacytic leukemia
9734/3,9734,2599,/3,cancer,Preferred,"Plasmacytoma, extramedullary","Plasmacytoma, extramedullary"
9734/3,9734,2600,/3,cancer,Synonym,Extraosseous plasmacytoma,Extraosseous plasmacytoma
9735/3,9735,2601,/3,cancer,Preferred,Plasmablastic lymphoma,Plasmablastic lymphoma
9737/3,9737,2602,/3,cancer,Preferred,ALK positive large B-cell lymphoma,ALK positive large B-cell lymphoma
9738/3,9738,2603,/3,cancer,Preferred,HHV8-positive diffuse large B-cell lymphoma,HHV8-positive diffuse large B-cell lymphoma
9738/3,9738,2604,/3,cancer,Synonym,Large B-cell lymphoma arising in HHV8-associated multicentric Castleman disease,Large B-cell lymphoma arising in HHV8-associated multicentric Castleman disease
9740/1,9740,2606,/1,,Preferred,"Mastocytoma","Mastocytoma"
9740/1,9740,2607,/1,,Synonym,"Mast cell tumor","Mast cell tumor"
9740/1,9740,2608,/1,,Related,Cutaneous mastocytosis,Cutaneous mastocytosis
9740/1,9740,2609,/1,,Related,Diffuse cutaneous mastocytosis,Diffuse cutaneous mastocytosis
9740/1,9740,2610,/1,,Related,Extracutaneous mastocytoma,Extracutaneous mastocytoma
9740/1,9740,2611,/1,,Related,Solitary mastocytoma of skin,Solitary mastocytoma of skin
9740/1,9740,2612,/1,,Related,Urticaria pigmentosa,Urticaria pigmentosa
9740/3,9740,2613,/3,cancer,Preferred,Mast cell sarcoma,Mast cell sarcoma
9740/3,9740,2614,/3,cancer,Synonym,Malignant mast cell tumor,Malignant mast cell tumor
9740/3,9740,2615,/3,cancer,Synonym,Malignant mastocytoma,Malignant mastocytoma
9741/1,9741,2616,/1,,Preferred,Indolent systemic mastocytosis,Indolent systemic mastocytosis
9741/3,9741,2617,/3,cancer,Preferred,Malignant mastocytosis,Malignant mastocytosis
9741/3,9741,2618,/3,cancer,Synonym,Systemic tissue mast cell disease,Systemic tissue mast cell disease
9741/3,9741,2619,/3,cancer,Related,Aggressive systemic mastocytosis,Aggressive systemic mastocytosis
9741/3,9741,2620,/3,cancer,Related,Systemic mastocytosis with AHNMD,Systemic mastocytosis with AHNMD
